locus_tag	ftype	length_bp	gene	EC_number	COG	product
EMFGFLLL_02161	CDS	918	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
EMFGFLLL_02162	CDS	516	rraA		COG0684	Regulator of ribonuclease activity A
EMFGFLLL_02163	CDS	1383	mepA_3			Multidrug export protein MepA
EMFGFLLL_02164	CDS	774	tpiA	5.3.1.1		Triosephosphate isomerase
EMFGFLLL_02165	CDS	351				hypothetical protein
EMFGFLLL_02166	CDS	441				hypothetical protein
EMFGFLLL_02167	CDS	360				hypothetical protein
EMFGFLLL_02168	CDS	618				hypothetical protein
EMFGFLLL_02169	CDS	291	groS_2		COG0234	10 kDa chaperonin
EMFGFLLL_02170	CDS	1635	groL_2			60 kDa chaperonin
EMFGFLLL_02171	CDS	561				hypothetical protein
EMFGFLLL_02172	CDS	1023	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
EMFGFLLL_02173	CDS	567	efp		COG0231	Elongation factor P
EMFGFLLL_02174	CDS	363	frdD		COG3080	Fumarate reductase subunit D
EMFGFLLL_02175	CDS	384	frdC		COG3029	Fumarate reductase subunit C
EMFGFLLL_02176	CDS	759	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
EMFGFLLL_02177	CDS	1809	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
EMFGFLLL_02178	CDS	975	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
EMFGFLLL_02179	CDS	435	yibN		COG0607	putative protein YibN
EMFGFLLL_02180	CDS	465	secB		COG1952	Protein-export protein SecB
EMFGFLLL_02181	CDS	1035	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
EMFGFLLL_02182	CDS	822	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
EMFGFLLL_02183	CDS	540				hypothetical protein
EMFGFLLL_02184	CDS	2631	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
EMFGFLLL_02185	CDS	1137	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
EMFGFLLL_02186	CDS	1002	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
EMFGFLLL_02187	CDS	789	argB	2.7.2.8	COG0548	Acetylglutamate kinase
EMFGFLLL_02188	CDS	1215	argG	6.3.4.5	COG0137	Argininosuccinate synthase
EMFGFLLL_02189	CDS	1377	argH	4.3.2.1	COG0165	Argininosuccinate lyase
EMFGFLLL_02190	CDS	255				hypothetical protein
EMFGFLLL_02191	CDS	1455	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
EMFGFLLL_02192	CDS	732	PGdx_1	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
EMFGFLLL_02193	CDS	894	oxyR_1			Hydrogen peroxide-inducible genes activator
EMFGFLLL_02194	CDS	2478	mrcA		COG5009	Penicillin-binding protein 1A
EMFGFLLL_02195	CDS	1017				hypothetical protein
EMFGFLLL_02196	CDS	585				hypothetical protein
EMFGFLLL_02197	CDS	591				hypothetical protein
EMFGFLLL_02198	CDS	519				hypothetical protein
EMFGFLLL_02199	CDS	1716	pilQ			Type IV pilus biogenesis and competence protein PilQ
EMFGFLLL_02200	CDS	525	aroK	2.7.1.71	COG0703	Shikimate kinase 1
EMFGFLLL_02201	CDS	1086	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
EMFGFLLL_02202	CDS	1476	damX_1			Cell division protein DamX
EMFGFLLL_02203	CDS	834	dam	2.1.1.72	COG0338	DNA adenine methylase
EMFGFLLL_02204	CDS	675	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
EMFGFLLL_02205	CDS	681	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
EMFGFLLL_02206	CDS	1017	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
EMFGFLLL_02207	CDS	765				hypothetical protein
EMFGFLLL_02208	CDS	2610				hypothetical protein
EMFGFLLL_02209	CDS	987				hypothetical protein
EMFGFLLL_02210	CDS	1413	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
EMFGFLLL_02211	CDS	582	trpG_2	4.1.3.27	COG0512	Anthranilate synthase component 2
EMFGFLLL_02212	CDS	1212	aruC	2.6.1.11	COG4992	Succinylornithine transaminase/acetylornithine aminotransferase
EMFGFLLL_02213	CDS	1020	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
EMFGFLLL_02214	CDS	1458	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
EMFGFLLL_02215	CDS	792				hypothetical protein
EMFGFLLL_02216	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
EMFGFLLL_02217	CDS	870	cfxP_1	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
EMFGFLLL_02218	CDS	210				hypothetical protein
EMFGFLLL_02219	CDS	990				hypothetical protein
EMFGFLLL_02220	CDS	486				hypothetical protein
EMFGFLLL_02221	CDS	1917	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
EMFGFLLL_02222	CDS	582	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
EMFGFLLL_02223	CDS	1803	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
EMFGFLLL_02224	CDS	441				hypothetical protein
EMFGFLLL_02225	CDS	606	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
EMFGFLLL_02226	CDS	981	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
EMFGFLLL_02227	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
EMFGFLLL_02228	CDS	765				hypothetical protein
EMFGFLLL_02229	CDS	1830	yejM_2		COG3083	Inner membrane protein YejM
EMFGFLLL_02230	CDS	2466	rnr_2	3.1.13.1	COG0557	Ribonuclease R
EMFGFLLL_02231	CDS	744	rlmB_1	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
EMFGFLLL_02232	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
EMFGFLLL_02233	CDS	630	rplC		COG0087	50S ribosomal protein L3
EMFGFLLL_02234	CDS	603	rplD		COG0088	50S ribosomal protein L4
EMFGFLLL_02235	CDS	303	rplW		COG0089	50S ribosomal protein L23
EMFGFLLL_02236	CDS	825	rplB		COG0090	50S ribosomal protein L2
EMFGFLLL_02237	CDS	279	rpsS		COG0185	30S ribosomal protein S19
EMFGFLLL_02238	CDS	333	rplV		COG0091	50S ribosomal protein L22
EMFGFLLL_02239	CDS	702	rpsC		COG0092	30S ribosomal protein S3
EMFGFLLL_02240	CDS	411	rplP		COG0197	50S ribosomal protein L16
EMFGFLLL_02241	CDS	192	rpmC		COG0255	50S ribosomal protein L29
EMFGFLLL_02242	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
EMFGFLLL_02243	CDS	372	rplN		COG0093	50S ribosomal protein L14
EMFGFLLL_02244	CDS	318	rplX		COG0198	50S ribosomal protein L24
EMFGFLLL_02245	CDS	540	rplE		COG0094	50S ribosomal protein L5
EMFGFLLL_02246	CDS	306	rpsN		COG0199	30S ribosomal protein S14
EMFGFLLL_02247	CDS	393	rpsH		COG0096	30S ribosomal protein S8
EMFGFLLL_02248	CDS	534	rplF		COG0097	50S ribosomal protein L6
EMFGFLLL_02249	CDS	354	rplR		COG0256	50S ribosomal protein L18
EMFGFLLL_02250	CDS	504	rpsE		COG0098	30S ribosomal protein S5
EMFGFLLL_02251	CDS	177	rpmD		COG1841	50S ribosomal protein L30
EMFGFLLL_02252	CDS	435	rplO		COG0200	50S ribosomal protein L15
EMFGFLLL_02253	CDS	1335	secY		COG0201	Protein translocase subunit SecY
EMFGFLLL_02254	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
EMFGFLLL_02255	CDS	357	rpsM		COG0099	30S ribosomal protein S13
EMFGFLLL_02256	CDS	390	rpsK		COG0100	30S ribosomal protein S11
EMFGFLLL_02257	CDS	621	rpsD		COG0522	30S ribosomal protein S4
EMFGFLLL_02258	CDS	993	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
EMFGFLLL_02259	CDS	387	rplQ		COG0203	50S ribosomal protein L17
EMFGFLLL_02260	CDS	477				hypothetical protein
EMFGFLLL_02261	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
EMFGFLLL_02262	CDS	567				hypothetical protein
EMFGFLLL_02263	CDS	894				hypothetical protein
EMFGFLLL_02264	CDS	450	elaA		COG2153	Protein ElaA
EMFGFLLL_02265	CDS	1383	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
EMFGFLLL_02266	CDS	570				hypothetical protein
EMFGFLLL_02267	CDS	1962	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
EMFGFLLL_02268	CDS	867	cysG_1		COG0007	Siroheme synthase
EMFGFLLL_02269	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
EMFGFLLL_02270	CDS	1431	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
EMFGFLLL_02271	CDS	648	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
EMFGFLLL_02272	CDS	900				hypothetical protein
EMFGFLLL_02273	CDS	522				hypothetical protein
EMFGFLLL_02274	CDS	1260				hypothetical protein
EMFGFLLL_02275	CDS	717	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EMFGFLLL_02276	CDS	717				hypothetical protein
EMFGFLLL_02277	CDS	291				hypothetical protein
EMFGFLLL_02278	CDS	552	ytfJ		COG3054	putative protein YtfJ
EMFGFLLL_02279	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
EMFGFLLL_02280	CDS	1716	tamA		COG0729	Translocation and assembly module subunit TamA
EMFGFLLL_02281	CDS	3765	tamB_1		COG2911	Translocation and assembly module subunit TamB
EMFGFLLL_02282	CDS	348	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
EMFGFLLL_02283	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
EMFGFLLL_02284	CDS	1011	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
EMFGFLLL_02285	CDS	1356	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
EMFGFLLL_02286	CDS	630	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
EMFGFLLL_02287	CDS	993	thiB		COG4143	Thiamine-binding periplasmic protein
EMFGFLLL_02288	CDS	1593				hypothetical protein
EMFGFLLL_02289	CDS	717	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
EMFGFLLL_02290	CDS	582				hypothetical protein
EMFGFLLL_02291	CDS	1344	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
EMFGFLLL_02292	CDS	1362			COG2239	Magnesium transporter MgtE
EMFGFLLL_02293	CDS	279	ptsO		COG1925	Phosphocarrier protein NPr
EMFGFLLL_02294	CDS	861	rapZ		COG1660	RNase adapter protein RapZ
EMFGFLLL_02295	CDS	447	ptsN		COG1762	Nitrogen regulatory protein
EMFGFLLL_02296	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
EMFGFLLL_02297	CDS	1464	rpoN		COG1508	RNA polymerase sigma-54 factor
EMFGFLLL_02298	CDS	726	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EMFGFLLL_02299	CDS	495	lptA		COG1934	Lipopolysaccharide export system protein LptA
EMFGFLLL_02300	CDS	564	lptC		COG3117	Lipopolysaccharide export system protein LptC
EMFGFLLL_02301	CDS	558	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
EMFGFLLL_02302	CDS	975	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
EMFGFLLL_02303	CDS	963	yrbG		COG0530	Inner membrane protein YrbG
EMFGFLLL_02304	CDS	804	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
EMFGFLLL_02305	CDS	792	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
EMFGFLLL_02306	CDS	492	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
EMFGFLLL_02307	CDS	639	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
EMFGFLLL_02308	CDS	330				hypothetical protein
EMFGFLLL_02309	CDS	255	ibaG		COG5007	Acid stress protein IbaG
EMFGFLLL_02310	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
EMFGFLLL_02311	CDS	729	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
EMFGFLLL_02312	CDS	390	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
EMFGFLLL_02313	CDS	468	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
EMFGFLLL_02314	CDS	930	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
EMFGFLLL_02315	CDS	1005	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
EMFGFLLL_02316	CDS	1377				hypothetical protein
EMFGFLLL_02317	CDS	2910	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
EMFGFLLL_02318	CDS	738	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
EMFGFLLL_02319	CDS	978		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
EMFGFLLL_02320	CDS	2862	valS	6.1.1.9	COG0525	Valine--tRNA ligase
EMFGFLLL_02321	CDS	450	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
EMFGFLLL_02322	CDS	1512	pepA_1	3.4.11.1	COG0260	Cytosol aminopeptidase
EMFGFLLL_02323	CDS	1101	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
EMFGFLLL_02324	CDS	1071	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
EMFGFLLL_02325	CDS	477				hypothetical protein
EMFGFLLL_02326	tRNA	85				tRNA-Leu(caa)
EMFGFLLL_02327	CDS	1254		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
EMFGFLLL_02328	CDS	1485		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
EMFGFLLL_02329	CDS	1737				hypothetical protein
EMFGFLLL_02330	CDS	1536	emrB			Multidrug export protein EmrB
EMFGFLLL_02331	CDS	1188	emrK		COG1566	putative multidrug resistance protein EmrK
EMFGFLLL_02332	CDS	1455	oprM		COG1538	Outer membrane protein OprM
EMFGFLLL_02333	CDS	603	slmA_1			Nucleoid occlusion factor SlmA
EMFGFLLL_02334	CDS	1194	rhlE_5	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
EMFGFLLL_02335	CDS	1299	bdlA_2		COG0840	Biofilm dispersion protein BdlA
EMFGFLLL_02336	CDS	1692				hypothetical protein
EMFGFLLL_02337	CDS	1926				hypothetical protein
EMFGFLLL_02338	CDS	1563				hypothetical protein
EMFGFLLL_02339	CDS	1077	cheB_2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
EMFGFLLL_02340	CDS	657				hypothetical protein
EMFGFLLL_02341	CDS	846	cheR_2	2.1.1.80		Chemotaxis protein methyltransferase
EMFGFLLL_02342	CDS	372	cheY_4		COG0784	Chemotaxis protein CheY 
EMFGFLLL_02343	CDS	2286				hypothetical protein
EMFGFLLL_02344	CDS	261				hypothetical protein
EMFGFLLL_02345	CDS	381	cheY_5		COG0784	Chemotaxis protein CheY
EMFGFLLL_02346	CDS	1236				hypothetical protein
EMFGFLLL_02347	CDS	315	gdx			Guanidinium exporter
EMFGFLLL_02348	CDS	1515	cry2		COG0415	Cryptochrome-like protein cry2
EMFGFLLL_02349	CDS	1407	bmr3_2			Multidrug resistance protein 3
EMFGFLLL_02350	CDS	951	dmlR_9			HTH-type transcriptional regulator DmlR
EMFGFLLL_02351	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
EMFGFLLL_02352	CDS	1353	dnaK_1		COG0443	Chaperone protein DnaK
EMFGFLLL_02353	CDS	483				hypothetical protein
EMFGFLLL_02354	CDS	3930				hypothetical protein
EMFGFLLL_02355	CDS	351				hypothetical protein
EMFGFLLL_02356	CDS	459				hypothetical protein
EMFGFLLL_02357	CDS	129				hypothetical protein
EMFGFLLL_02358	CDS	531	dinG_2	3.1.-.-		3'-5' exonuclease DinG
EMFGFLLL_02359	CDS	1584				hypothetical protein
EMFGFLLL_02360	CDS	633				hypothetical protein
EMFGFLLL_02361	CDS	1929	hscA_1			Chaperone protein HscA
EMFGFLLL_02362	CDS	2817	hscA_2			Chaperone protein HscA
EMFGFLLL_02363	CDS	1158				hypothetical protein
EMFGFLLL_02364	CDS	681				hypothetical protein
EMFGFLLL_02365	CDS	1332				hypothetical protein
EMFGFLLL_02366	CDS	1017				hypothetical protein
EMFGFLLL_02367	CDS	225				hypothetical protein
EMFGFLLL_02368	CDS	1947	ycf3			Photosystem I assembly protein Ycf3
EMFGFLLL_02369	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
EMFGFLLL_02370	CDS	714	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
EMFGFLLL_02371	CDS	153				hypothetical protein
EMFGFLLL_02372	CDS	822	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
EMFGFLLL_02373	CDS	939	cysG_2		COG0007	Siroheme synthase
EMFGFLLL_02374	CDS	1029	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
EMFGFLLL_02375	CDS	1206				hypothetical protein
EMFGFLLL_02376	CDS	1098	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
EMFGFLLL_02377	CDS	756	glnQ_2			Glutamine transport ATP-binding protein GlnQ
EMFGFLLL_02378	CDS	672	yccA		COG0670	Modulator of FtsH protease YccA
EMFGFLLL_02379	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
EMFGFLLL_02380	CDS	276	acyP	3.6.1.7	COG1254	Acylphosphatase
EMFGFLLL_02381	CDS	1194	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
EMFGFLLL_02382	CDS	2931				hypothetical protein
EMFGFLLL_02383	CDS	474	PGdx_2	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
EMFGFLLL_02384	CDS	3996	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
EMFGFLLL_02385	CDS	1140		3.1.4.-	COG3437	putative cyclic di-GMP phosphodiesterase
EMFGFLLL_02386	CDS	645	nagL_1	5.2.1.4		Maleylpyruvate isomerase
EMFGFLLL_02387	CDS	1020				hypothetical protein
EMFGFLLL_02388	CDS	1137	hmgA	1.13.11.5		Homogentisate 1,2-dioxygenase
EMFGFLLL_02389	CDS	1074	lly	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
EMFGFLLL_02390	CDS	1107	pepT_2	3.4.11.4	COG2195	Peptidase T
EMFGFLLL_02391	CDS	1449	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
EMFGFLLL_02392	CDS	477				hypothetical protein
EMFGFLLL_02393	CDS	1878	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EMFGFLLL_02394	CDS	1203		5.3.3.-	COG2828	2-methyl-aconitate isomerase
EMFGFLLL_02395	CDS	2607	acnM	4.2.1.3	COG1048	Aconitate hydratase A
EMFGFLLL_02396	CDS	1134	prpC_1	2.3.3.5	COG0372	2-methylcitrate synthase
EMFGFLLL_02397	CDS	897	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
EMFGFLLL_02398	CDS	705	gntR_1			putative D-xylose utilization operon transcriptional repressor
EMFGFLLL_02399	CDS	972				hypothetical protein
EMFGFLLL_02400	CDS	498				hypothetical protein
EMFGFLLL_02401	CDS	1530				hypothetical protein
EMFGFLLL_02402	CDS	798				hypothetical protein
EMFGFLLL_02403	CDS	639				hypothetical protein
EMFGFLLL_02404	CDS	1008	mglC		COG4211	Galactoside transport system permease protein MglC
EMFGFLLL_02405	CDS	1509	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
EMFGFLLL_02406	CDS	975	mglB		COG1879	D-galactose-binding periplasmic protein
EMFGFLLL_02407	CDS	483				hypothetical protein
EMFGFLLL_02408	CDS	198				hypothetical protein
EMFGFLLL_02409	CDS	3072				hypothetical protein
EMFGFLLL_02410	CDS	705	rstA		COG0745	Transcriptional regulatory protein RstA
EMFGFLLL_02411	CDS	1323	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
EMFGFLLL_02412	CDS	774	ompV		COG3713	Outer membrane protein OmpV
EMFGFLLL_02413	CDS	921			COG2990	putative protein
EMFGFLLL_02414	CDS	477	hupR1_2		COG2204	Hydrogenase transcriptional regulatory protein hupR1
EMFGFLLL_02415	CDS	1350	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
EMFGFLLL_02416	CDS	1416	sdcS_2			Sodium-dependent dicarboxylate transporter SdcS
EMFGFLLL_02417	CDS	1632				hypothetical protein
EMFGFLLL_02418	CDS	1224	bsrV	5.1.1.10	COG0787	Broad specificity amino-acid racemase
EMFGFLLL_02419	CDS	879	rhtA		COG5006	Threonine/homoserine exporter RhtA
EMFGFLLL_02420	CDS	474				hypothetical protein
EMFGFLLL_02421	CDS	576	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
EMFGFLLL_02422	CDS	1542	tyrR			Transcriptional regulatory protein TyrR
EMFGFLLL_02423	CDS	1020				hypothetical protein
EMFGFLLL_02424	CDS	1374	ycjX		COG3106	putative protein YcjX
EMFGFLLL_02425	CDS	186				hypothetical protein
EMFGFLLL_02426	CDS	1518	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
EMFGFLLL_02427	CDS	1377	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
EMFGFLLL_02428	CDS	615	nudL	3.6.1.-		putative Nudix hydrolase NudL
EMFGFLLL_02429	CDS	1254	sdaC_2		COG0814	Serine transporter
EMFGFLLL_02430	CDS	1362	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
EMFGFLLL_02431	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
EMFGFLLL_02432	CDS	1632				hypothetical protein
EMFGFLLL_02433	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
EMFGFLLL_02434	CDS	849	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
EMFGFLLL_02435	CDS	1452		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
EMFGFLLL_02436	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
EMFGFLLL_02437	CDS	1890				hypothetical protein
EMFGFLLL_02438	CDS	702	polC_1	2.7.7.7		DNA polymerase III PolC-type
EMFGFLLL_02439	CDS	1884	pctB_4		COG0840	Methyl-accepting chemotaxis protein PctB
EMFGFLLL_02440	CDS	1638	mdoG		COG3131	Glucans biosynthesis protein G
EMFGFLLL_02441	CDS	2166	opgH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
EMFGFLLL_02442	CDS	1023	galR_1		COG1609	HTH-type transcriptional regulator GalR
EMFGFLLL_02443	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
EMFGFLLL_02444	CDS	1323	licH	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
EMFGFLLL_02445	CDS	336	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
EMFGFLLL_02446	CDS	1332	licC		COG1455	Lichenan permease IIC component
EMFGFLLL_02447	CDS	306	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
EMFGFLLL_02448	CDS	1284	deaA	3.5.1.105		Chitin disaccharide deacetylase
EMFGFLLL_02449	CDS	1605			COG1292	Glycine betaine transporter 1
EMFGFLLL_02450	CDS	480	hpr			HTH-type transcriptional regulator Hpr
EMFGFLLL_02451	CDS	639	nreC		COG2197	Oxygen regulatory protein NreC
EMFGFLLL_02452	CDS	1356				hypothetical protein
EMFGFLLL_02453	CDS	1284	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EMFGFLLL_02454	CDS	534				hypothetical protein
EMFGFLLL_02455	CDS	1119			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
EMFGFLLL_02456	CDS	399				hypothetical protein
EMFGFLLL_02457	CDS	675				hypothetical protein
EMFGFLLL_02458	CDS	657	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
EMFGFLLL_02459	CDS	549				hypothetical protein
EMFGFLLL_02460	CDS	1572	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
EMFGFLLL_02461	CDS	1083				hypothetical protein
EMFGFLLL_02462	CDS	1008				hypothetical protein
EMFGFLLL_02463	CDS	1386				hypothetical protein
EMFGFLLL_02464	CDS	1263	irpA		COG3489	Iron-regulated protein A
EMFGFLLL_02465	CDS	651	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
EMFGFLLL_02466	CDS	177				hypothetical protein
EMFGFLLL_02467	CDS	1215	setA			Sugar efflux transporter A
EMFGFLLL_02468	CDS	900	rhaR_4			HTH-type transcriptional activator RhaR
EMFGFLLL_02469	CDS	984	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
EMFGFLLL_02470	CDS	2685	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
EMFGFLLL_02471	CDS	738	ubiG	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
EMFGFLLL_02472	CDS	2286	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
EMFGFLLL_02473	CDS	1146	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 1 subunit beta
EMFGFLLL_02474	CDS	279				hypothetical protein
EMFGFLLL_02475	CDS	255				hypothetical protein
EMFGFLLL_02476	CDS	1239	pncC_2	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
EMFGFLLL_02477	CDS	900				hypothetical protein
EMFGFLLL_02478	CDS	513				hypothetical protein
EMFGFLLL_02479	CDS	1611	mcpP_3		COG0840	Methyl-accepting chemotaxis protein McpP
EMFGFLLL_02480	CDS	351				hypothetical protein
EMFGFLLL_02481	CDS	576				hypothetical protein
EMFGFLLL_02482	CDS	756	btuD_5	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
EMFGFLLL_02483	CDS	1008	btuC		COG4139	Vitamin B12 import system permease protein BtuC
EMFGFLLL_02484	CDS	1029	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
EMFGFLLL_02485	CDS	603	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
EMFGFLLL_02486	CDS	540	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
EMFGFLLL_02487	CDS	786	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
EMFGFLLL_02488	CDS	1026	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
EMFGFLLL_02489	CDS	255	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
